# NFAP Frequency Allocation Data
# Source: Indian Frequency Allocation Chart
# Country: India
# Last Updated: 2025-01-01
""
Band Name,Band Start Freq (Hz),Band End Freq (Hz),Allocation Start Freq (Hz),Allocation End Freq (Hz),Frequency Range (Readable),Service,Priority,Usage,Amateur Band,Level,Region Specific
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE,primary,Mobile satellite services,,Radiodetermination-Satellite,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE,primary,Mobile satellite services,,Radiodetermination-Satellite,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE,primary,Mobile satellite services,,Radiodetermination-Satellite,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE,primary,Mobile satellite services,,Radiodetermination-Satellite,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,,secondary,,,Radiodetermination-Satellite,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,,secondary,,,Radiodetermination-Satellite,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,,secondary,,,Radiodetermination-Satellite,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,,secondary,,,Radiodetermination-Satellite,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE,secondary,Mobile satellite services,,Radionavigation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE,secondary,Mobile satellite services,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE,secondary,Mobile satellite services,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,5.208B,primary,5.208B,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,SATELLITE,primary,Satellite,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,5.208B,primary,5.208B,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,5.208B,primary,5.208B,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,,secondary,,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,RADIODETERMINATION-SATELLITE,primary,Radiodetermination-Satellite,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,RADIODETERMINATION-SATELLITE,primary,Radiodetermination-Satellite,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE,secondary,Mobile satellite services,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,,secondary,,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,,secondary,,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,5.208B,primary,5.208B,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MARITIME MOBILE-,primary,Marine communication,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MARITIME MOBILE-,primary,Marine communication,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MARITIME MOBILE-,primary,Marine communication,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MARITIME MOBILE-,primary,Marine communication,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,SATELLITE             SATELLITE,secondary,Satellite             Satellite,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,SATELLITE,secondary,Satellite,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,SATELLITE 5.373A,secondary,Satellite 5.373A,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE,secondary,Mobile satellite services,,5.373  5.373A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE,primary,Mobile satellite services,,5.373  5.373A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE,primary,Mobile satellite services,,5.373  5.373A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE,primary,Mobile satellite services,,5.373  5.373A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,,secondary,,,Aeronautical Radionavigation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,,secondary,,,Aeronautical Radionavigation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,,secondary,,,Aeronautical Radionavigation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE,secondary,Mobile satellite services,,Aeronautical Radionavigation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,EXCEPT MARITIME MOBILE SATELLITE,secondary,Marine communication,,Aeronautical,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,RADIODETERMINATION-SATELLITE,secondary,Radiodetermination-Satellite,,Radionavigation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE,secondary,Mobile satellite services,,Radionavigation,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE,secondary,Mobile satellite services,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,EXCEPT MARITIME MOBILE SATELLITE,secondary,Marine communication,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,SATELLITE,secondary,Satellite,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,EXCEPT MARITIME MOBILE SATELLITE,secondary,Marine communication,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,,secondary,,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE,secondary,Mobile satellite services,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,,secondary,,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,EXCEPT MARITIME MOBILE SATELLITE,secondary,Marine communication,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,RADIODETERMINATION-SATELLITE,primary,Radiodetermination-Satellite,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,,secondary,,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,,secondary,,,Radiodetermination-,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE,secondary,Mobile satellite services,,5.208B   5.341   5.364   5.365   5.366   5.367   5.368   5.369,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE,secondary,Mobile satellite services,,5.208B   5.341   5.364   5.365   5.366   5.367   5.368   5.369,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE,secondary,Mobile satellite services,,5.362A   5.374   5.375   5.376,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE,secondary,Mobile satellite services,,5.362A   5.374   5.375   5.376,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,SPACE RESEARCH,secondary,Space Research,,Radio Astronomy,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,SPACE RESEARCH,secondary,Space Research,,Radio Astronomy,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Radio Astronomy,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Radio Astronomy,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE EXCEPT AERONAUTICAL MOBILE,primary,Aircraft communication,,Radio Astronomy,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE EXCEPT AERONAUTICAL MOBILE,primary,Aircraft communication,,Radio Astronomy,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,METEOROLOGICAL AIDS,primary,Meteorological Aids,,Radio Astronomy,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE 5.379B,secondary,Mobile satellite services,,5.149   5.341      5.379A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE 5.379B,secondary,Mobile satellite services,,5.149   5.341      5.379A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,5.379C,primary,5.379C,,5.149   5.341      5.379A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,SPACE RESEARCH,secondary,Space Research,,Radio Astronomy,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,SPACE RESEARCH,secondary,Space Research,,Radio Astronomy,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Radio Astronomy,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Radio Astronomy,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE EXCEPT AERONAUTICAL MOBILE,primary,Aircraft communication,,Radio Astronomy,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE EXCEPT AERONAUTICAL MOBILE,primary,Aircraft communication,,Radio Astronomy,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,METEOROLOGICAL AIDS,primary,Meteorological Aids,,Radio Astronomy,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Meteorological Aids,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Meteorological Aids,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE EXCEPT AERONAUTICAL MOBILE,primary,Aircraft communication,,Meteorological Aids,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE EXCEPT AERONAUTICAL MOBILE,primary,Aircraft communication,,Meteorological Aids,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE 5.379B,secondary,Mobile satellite services,,Meteorological Aids,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE 5.379B,secondary,Mobile satellite services,,Meteorological Aids,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,5.379C,primary,5.379C,,Meteorological Aids,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Meteorological Aids,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Meteorological Aids,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,METEOROLOGICAL-SATELLITE,secondary,Meteorological-Satellite,,Meteorological Aids,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,METEOROLOGICAL-SATELLITE,secondary,Meteorological-Satellite,,Meteorological Aids,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE,primary,Mobile communication services,,Meteorological Aids,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE,primary,Mobile communication services,,Meteorological Aids,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE 5.379B,secondary,Mobile satellite services,,Meteorological Aids,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE 5.379B,secondary,Mobile satellite services,,Meteorological Aids,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Meteorological Aids,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Meteorological Aids,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,METEOROLOGICAL-SATELLITE,secondary,Meteorological-Satellite,,Meteorological Aids,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,METEOROLOGICAL-SATELLITE,secondary,Meteorological-Satellite,,Meteorological Aids,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE EXCEPT AERONAUTICAL MOBILE,primary,Aircraft communication,,Meteorological Aids,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE EXCEPT AERONAUTICAL MOBILE,primary,Aircraft communication,,Meteorological Aids,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Meteorological Aids,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,METEOROLOGICAL-SATELLITE,secondary,Meteorological-Satellite,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE EXCEPT AERONAUTICAL MOBILE,primary,Aircraft communication,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,SATELLITE,secondary,Satellite,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Meteorological Aids,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,METEOROLOGICAL-SATELLITE,secondary,Meteorological-Satellite,,Meteorological Aids,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE EXCEPT AERONAUTICAL MOBILE,primary,Aircraft communication,,Meteorological Aids,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Meteorological Aids,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Meteorological Aids,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Meteorological Aids,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,METEOROLOGICAL-SATELLITE,secondary,Meteorological-Satellite,,Meteorological Aids,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE EXCEPT AERONAUTICAL MOBILE,primary,Aircraft communication,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,SATELLITE,secondary,Satellite,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,SATELLITE,secondary,Satellite,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE EXCEPT AERONAUTICAL,primary,Aircraft communication,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE EXCEPT AERONAUTICAL MOBILE,primary,Aircraft communication,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE,secondary,Mobile communication services,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,SPACE RESEARCH,secondary,Space Research,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE 5.388A,primary,Mobile communication services,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE 5.388A IND,primary,Mobile communication services,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE 5.388A IND,primary,Mobile communication services,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,SPACE OPERATION,secondary,Space Operation,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,SPACE RESEARCH,secondary,Space Research,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE 5.388A IND,primary,Mobile communication services,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE 5.388B,primary,Mobile communication services,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE 5.388B,primary,Mobile communication services,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE 5.388B,primary,Mobile communication services,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE 5.388B   IND,primary,Mobile communication services,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE,secondary,Mobile satellite services,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE 5.388B,primary,Mobile communication services,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE 5.388B   IND,primary,Mobile communication services,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE,primary,Mobile communication services,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE   IND,primary,Mobile communication services,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE,secondary,Mobile satellite services,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE,secondary,Mobile satellite services,,Meteorological,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,5.388   5.389A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,5.388   5.389A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,5.388   5.389A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,5.388   5.389A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE 5.388B,primary,Mobile communication services,,5.388   5.389A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE,primary,Mobile communication services,,5.388   5.389A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE 5.388B,primary,Mobile communication services,,5.388   5.389A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE 5.388B   IND,primary,Mobile communication services,,5.388   5.389A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE-SATELLITE,primary,Mobile satellite services,,5.388   5.389A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,,secondary,,,5.388   5.389A,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,SPACE OPERATION,secondary,Space Operation,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,SPACE OPERATION,secondary,Space Operation,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,EARTH EXPLORATION-SATELLITE,secondary,Earth Exploration-Satellite,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,EARTH EXPLORATION-SATELLITE,secondary,Earth Exploration-Satellite,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,,secondary,,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE,primary,Mobile communication services,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,SPACE RESEARCH,secondary,Space Research,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE IND,primary,Mobile communication services,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,SPACE RESEARCH,secondary,Space Research,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,FIXED,primary,Point-to-point communication,,5.388   5.389C   5.389E,
UHF - Ultra High Frequency (614 MHz - 0 GHz),626500000,626500000,626500000,626500000,626.500 MHz,MOBILE 5.388B,primary,Mobile communication services,,5.388   5.389C   5.389E,
